Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock
30600,103500,276000,55000,65700,42800,117500,154500,47770,98500,83200,7940,461500,21450,119500,96600,69036,96100,5180,714000,36550,7720,234000,41800,14000,44600,61800,243500,141000,43700,308500,42200,55700,76800,26885,6400,63453,236166,21500,7555,7350,405098,44850,285000,161500,174500,11850,37550,165500,80900,50700,74700,194849,82000,45850,337000,1339000,35200,17850,31900,470000,42450,124000,114000,30500,236500,17100,100500,83200,14600,28100,28400,38200,4420,93800,16550,14000,163500,80700,35450,12050,218000,257000,35400,26300,97400,67100,223000,35200,100500,258000,195000,84900,314000,122000,34500,308000,40950,36600
30650,103500,274000,53900,67200,42800,118500,154500,47578,98500,84600,7800,462000,21550,118000,96500,68054,94300,5130,708000,36200,7690,237000,41500,14000,44850,62000,240500,143500,43400,300500,41750,55700,78300,27136,6260,63952,236605,21600,7600,7300,404116,44450,284000,163000,177500,11900,37600,167000,80400,50900,74800,192939,82600,45600,341000,1309000,35000,17450,30700,469500,42500,124500,113000,30650,239000,17500,100500,82600,14600,28000,27750,38100,4375,93700,16300,13950,164000,80900,36200,12000,219000,253500,35150,26200,98200,71000,225500,32950,101000,259000,194000,85700,312000,121000,33750,307000,42250,36700
30650,102500,277000,53800,66800,43000,118000,154500,47961,95700,85000,7800,457500,21350,117000,95500,67072,94100,5110,705000,35300,7690,235000,41500,14050,44800,62500,237000,143000,43150,296000,40850,55400,75300,27177,6070,63353,235727,21500,7720,7150,404116,44900,285000,162500,177000,11900,37750,166500,78700,51300,74600,189596,77900,45500,337000,1322000,34750,17200,30150,474000,41650,124000,114000,31500,239000,17150,101000,82700,14350,28050,28000,37800,4345,93100,16000,13950,161000,81300,36600,12050,211500,253500,35200,25350,97700,69000,225500,31800,98300,258000,195000,85800,312000,122500,34250,305500,43400,36850
29850,101000,271500,52000,65400,41150,117500,156000,47387,94200,81700,7780,449000,21350,116500,95500,66286,93500,5040,694000,35000,7600,230000,40550,13900,44200,60500,234000,140000,42700,293500,40100,57400,74300,27177,6080,63852,229143,21400,7725,7070,400187,44300,280000,160500,180000,11750,37500,161000,78500,50600,74500,187686,78300,44900,330500,1295000,34450,17100,29400,459500,41400,120000,111000,30850,238000,16650,101000,81400,14150,28200,27450,37300,4320,92800,15850,13850,159000,79900,36950,11550,207000,255000,35000,25700,96600,66200,220000,31300,93900,256000,187500,83300,309500,119000,33250,305500,45000,35750
30250,101500,272500,51900,65100,41650,116000,153500,47291,94800,81700,7820,447000,21750,118000,96400,66385,93500,4895,704000,35600,7520,225000,41300,13900,43900,61300,238500,141000,42650,295500,40650,56800,72900,26843,6080,63154,230899,21400,7735,7110,403134,44450,282000,161500,179500,11750,37000,162000,74700,50800,74200,187208,77600,44900,331500,1284000,33800,16950,29150,459500,40750,120500,110500,31300,237000,16850,100500,81800,14400,28350,27000,37450,4390,93000,16000,13850,161000,79600,36500,11600,206500,257500,35250,25700,96800,65700,220500,30800,96400,266500,190000,81900,309000,124000,32950,312000,43600,35700
31100,100000,277500,52000,65100,40550,113000,159500,47482,93800,82300,7800,448500,21700,118500,97300,66974,90700,4835,711000,35100,7510,228500,40950,13900,43450,63700,240500,139000,42700,294500,40900,57500,73700,26718,6110,63054,234411,20550,7720,7140,400678,45350,282000,163000,177500,11850,37100,161500,74200,50100,74100,186730,78600,45400,337500,1304000,33200,17150,30250,457000,41300,119500,111000,31950,239000,17000,99700,82800,14350,28200,26950,37200,4400,92600,15650,13950,161000,80000,36950,11550,210000,254000,35600,26000,97400,64800,217500,30800,96500,263000,188500,85100,310000,123000,33150,314500,41350,35650
31450,101500,278500,51500,66600,39500,108000,159000,47865,94800,82000,7800,451500,21150,115500,96900,67465,94800,4785,712000,34350,7500,225000,40500,13900,43800,63300,241500,138500,42800,300500,41150,54000,74800,26508,6040,64650,224753,20350,7845,7040,402151,44550,280000,164000,180000,11900,36700,162000,75400,49950,73300,184342,81000,45150,337000,1297000,33250,17150,30150,465000,41250,122500,115000,31800,239000,16900,100500,83000,14000,27600,26550,37050,4395,92800,15050,13900,159500,80000,36600,11650,212500,250000,35450,26650,96000,65900,217000,30500,94900,260000,185500,86900,317000,120000,34200,300500,41550,35900
30750,101500,271000,51400,65300,39350,103500,159500,47387,94700,83500,7850,437000,20650,117500,95200,67661,94600,4700,711000,34000,7460,218500,40150,13500,42500,61500,237500,134500,42200,298000,40800,54400,73300,26383,6030,64650,226509,20000,7825,6900,401169,43800,280500,165000,179000,11950,36300,162500,78000,50100,72400,181477,78600,44450,333000,1278000,33150,17200,29800,477000,41300,124500,111500,31050,231500,17100,101000,80800,13950,27950,26400,36800,4335,92300,16700,13850,160000,80100,34750,11600,207000,250500,35350,26000,96000,65600,217000,30450,95800,258000,186500,86000,316000,114500,33700,300000,42650,35000
30900,100500,272000,49900,65900,41200,105000,150500,46716,92800,82300,7550,438000,20650,115500,95900,67170,91200,4695,708000,34100,7530,213500,40400,13300,42550,62000,239500,135500,42050,292000,40950,53600,73000,26383,6090,63254,224314,20100,7905,6960,391349,44650,279000,165000,176000,12100,37150,160500,77700,50500,72300,177656,78400,45200,327500,1286000,32600,17000,29900,476500,40950,124500,112000,31100,234500,16550,99900,80600,14150,28350,26300,37000,4310,91400,16850,14000,158000,79700,34850,11800,210000,250000,34950,24950,94700,66500,221000,30400,93300,255000,186500,86300,308000,113000,34000,283500,42650,35850
30350,100500,271000,49600,66100,40900,102000,152000,46238,96800,81300,7480,434000,20400,111000,96900,67367,93600,4660,719000,34500,7400,203500,39700,13100,41800,61400,236500,134000,42000,298000,40500,53100,71100,26508,5920,64551,223436,20100,7800,6930,389876,45150,282500,162500,180000,12150,36800,159000,80300,49400,71000,177179,77000,45700,323000,1291000,32850,16850,28950,480000,40600,121500,109500,30700,229000,16450,98500,79900,14050,27900,26600,36700,4220,91500,16600,13650,159000,76700,32100,11550,204500,252000,34300,24700,95100,66500,217500,30550,92400,254500,190500,86100,307000,109500,33050,289500,42600,35600
31200,101000,275500,50700,65900,40900,103000,152000,47770,98700,81300,7600,435500,21050,114000,96900,67858,92400,4690,706000,35300,7510,208500,40400,13350,42550,62300,234500,136500,42500,291000,41150,52900,72200,26718,5860,65049,225631,20500,7810,7020,395768,45800,284500,161000,181500,12150,37300,158000,80700,49950,71200,177656,77500,48000,326000,1259000,32550,17200,29050,474500,40200,123000,108500,31250,239000,16900,99400,81300,13800,28050,26750,36700,4300,93600,16700,13750,160000,79500,32950,11850,204000,253500,34700,25100,96400,65000,217000,31650,92800,258000,200500,88900,314500,112500,33500,294000,43150,36550
30950,100500,278500,49900,66900,41650,103000,149500,48727,96900,81200,7620,439500,20850,110500,96200,67858,92300,4675,714000,35350,7460,216000,39250,13300,42650,61300,233500,135000,43150,290500,40700,53900,71500,26592,5660,65249,228265,20550,7805,7060,399205,45750,276500,164500,182500,12000,37300,159000,82000,49250,71200,166195,76600,46850,326000,1268000,32550,16850,28400,480000,41100,122000,110500,30900,235000,16700,100000,82000,13900,27350,26550,37300,4200,93500,16800,13900,160500,78700,32900,11850,203500,256500,34700,25000,97200,63900,219000,31200,92200,261000,200000,86500,306500,112000,32650,291000,41850,36600
30900,100500,279000,49400,67600,41100,103000,148500,47291,96300,81000,7600,438500,21250,111000,95900,67661,92700,4790,728000,35400,7440,215500,39050,13450,42700,61700,229000,130500,42350,290000,40300,53600,70700,26634,5710,64152,231338,20750,7755,7140,398223,46200,279500,165000,179000,11950,37650,153500,83600,50100,70900,172881,76300,46850,325500,1258000,32500,16450,28350,475000,40900,124000,113500,31150,238000,16350,101500,81600,14100,27400,26600,36800,4275,93500,16850,13900,157000,77800,32050,11350,203000,253000,34650,25500,96800,62400,214000,31350,90400,261000,198000,86800,308000,113500,31500,295000,46400,35950
30900,100000,275500,50700,68000,40800,104000,146000,46621,96600,82100,7700,435500,21300,111500,96800,66581,93600,4760,726000,36100,7400,215000,39550,13400,43850,60400,231000,127500,43200,288500,40250,52300,70900,25672,5740,66746,231338,20850,7745,7110,395277,46150,285000,169500,186500,11850,36750,154500,83600,49550,70200,172403,75300,46300,327000,1287000,32350,16850,29200,491000,41300,124000,113000,30650,237500,16350,102000,81500,14000,27100,26750,36700,4280,94500,16950,13900,160000,77200,31950,11100,205500,251000,34750,25200,94300,63500,212000,31050,93600,265500,202000,88900,311500,112000,32000,299000,44250,35850
31150,101000,277000,50100,68900,41150,104000,148500,47387,103500,83100,7620,433500,21850,109000,97500,66581,99700,4855,723000,35150,7390,213000,38850,13450,43500,60500,233500,127000,43600,299000,40900,50700,71700,25672,5690,67943,233533,20450,7760,7080,401169,46200,278000,167500,190500,11850,37050,152500,85300,49950,70800,176224,73100,46050,332000,1282000,31650,16950,28700,487000,42100,125500,113000,30700,238500,16900,101000,80800,14950,27250,26000,36000,4300,95700,16850,13950,162000,77700,32050,11000,207000,253000,34450,25100,93900,65600,211000,31500,93500,264500,203500,85900,306000,115500,32150,304000,42600,35750
31000,104000,275500,49200,70300,41300,103000,153000,46908,103000,84100,7630,424500,21000,107000,98500,66777,97500,4845,729000,35350,7430,210000,38600,13300,43150,60800,233500,127000,44250,296500,41050,50700,72000,26341,5710,67643,236166,20450,7790,7080,394786,46400,283500,168500,190500,11850,37400,150000,83100,50100,71000,172881,72900,45600,329500,1282000,30850,16950,28900,485000,42000,125000,114500,30750,241500,16900,103500,81100,14800,27350,26450,35950,4265,95900,16800,14000,162000,77900,31800,10850,203500,258000,34700,25050,93600,65500,212000,31500,91800,261500,200000,87100,305500,114000,31950,294000,42600,36200
31000,103500,277000,50000,70900,42650,102500,151500,45185,103000,83100,7550,424000,20750,106500,95900,67170,97500,4850,720000,35150,7320,208000,39000,13150,42000,60600,235000,129000,44650,300000,41500,50200,71500,26676,5810,69040,238361,20600,7810,7040,395768,46350,283000,165000,195000,11650,36600,154500,85800,49400,71000,179567,70500,45400,330000,1282000,30950,16800,28250,484500,41800,126500,118500,31000,241500,16750,103000,81000,15400,27450,25750,36000,4390,96600,16600,13800,162500,78000,31250,11350,201000,260500,34450,25400,94100,65500,217000,31350,92600,257000,197000,86700,309000,114500,31950,293500,41500,36650
30650,103500,275500,50200,71600,42000,103000,150000,44898,106000,84500,7650,421500,21200,109500,97700,68643,97600,4835,723000,35150,7340,215000,39500,13200,41200,59600,234500,125500,45200,294000,41700,51500,71400,26801,5840,69639,247580,20500,7765,6960,404116,45700,280000,168000,197500,11750,36400,149000,85300,50300,71200,186730,70900,44950,334000,1271000,31200,17000,27650,493500,41300,124500,121000,31050,242000,17200,100000,80500,15300,27850,25650,35650,4410,97400,16700,13950,161500,76600,32300,11400,203000,257500,34250,25450,94800,64300,212000,32000,92200,263500,200500,84300,311500,117500,31900,303500,41150,36800
30900,105000,278000,48800,71900,42350,101500,152500,45185,108000,83800,7770,422000,21250,109000,98300,69036,98600,4925,730000,35650,7250,216000,38900,13200,41550,61300,235500,127500,45850,297000,41950,52400,71500,27428,5750,70637,240117,20750,7655,6890,402151,46100,286500,168000,200000,11800,36800,153500,81000,49600,70000,187686,71000,44700,335500,1315000,31250,17050,27750,500000,41600,133500,119000,30950,244500,17200,99500,79800,15450,27950,25900,35000,4475,98000,16450,14000,166000,77200,33350,11400,205000,258000,34300,25750,94800,62000,212500,32400,91400,263000,202000,88700,308000,118000,32300,299500,41200,36900
31650,107000,277000,49150,74500,41950,102000,154000,44993,113000,85100,7940,435500,21500,111500,101500,70116,100500,4970,706000,35500,7380,221000,39500,13300,42550,62000,240000,128000,46300,305500,42650,54100,71900,27930,5710,70836,237483,21300,7690,7010,403134,46100,285500,170000,200000,11900,36550,153000,77800,49650,69500,187208,72500,44950,340500,1302000,31650,17450,27900,498500,41750,132000,120000,31550,251000,17800,100000,81000,15600,27800,25850,35050,4635,99900,16550,13950,166000,76500,34350,11500,207000,258000,34450,26300,95900,62600,213000,33150,91600,265000,203000,95400,312000,118000,32850,310000,41750,36950
32100,106500,282500,46300,74600,42350,95800,151500,43940,109000,82300,7810,431000,20400,109000,98300,68349,105500,4910,695000,35850,7300,213500,38500,12950,42650,61500,239500,128000,46250,323000,42400,51200,71200,27721,5670,69040,237483,20400,7675,6870,396259,46150,288500,166000,197500,11900,35500,153000,76900,49350,66300,186730,71500,44700,331500,1292000,30600,17350,27000,500000,41500,134000,122000,31700,250500,17550,99300,80500,15600,28000,25750,35700,4445,98900,16350,13900,167000,74900,33100,11400,204000,259500,34200,26850,96200,61000,212500,32450,89800,261500,205000,95500,307000,123000,32450,306500,41200,36800
33050,108500,285500,46650,73500,42350,94600,150000,44132,109500,82700,7820,427500,20350,110000,96800,67661,101500,5180,699000,35550,7260,219000,37500,12950,42650,63200,238500,129000,45450,312000,42650,50800,71700,27136,5650,69739,240556,20150,7585,6890,394295,46200,298500,167500,196500,11900,36000,152000,77900,49400,65600,185775,70400,45200,333000,1297000,30600,17350,27150,511000,39850,128500,122500,32500,248500,17450,100000,80700,15700,28150,25250,35350,4455,99300,16250,13900,165000,78300,32500,11600,202000,259500,33850,27150,95900,60200,214500,32250,88300,261500,201000,96700,307500,129000,32400,285000,36600,37000
36150,111500,292500,47300,74400,42350,96400,156000,43940,112500,85900,8110,433000,21100,115500,99300,68938,109000,5210,702000,35400,7320,221500,38050,13150,42900,67300,241000,130000,46350,321000,43200,52200,72000,26885,5750,73231,252847,20000,7590,7020,404607,46350,300000,170500,203500,11800,36300,152500,78200,50200,66200,192461,72400,44900,344000,1323000,31000,17550,27600,502000,41100,130000,122500,32350,248500,17850,101000,81000,15800,28150,25850,35850,4450,98900,16450,14000,167500,78900,33250,11550,205500,262500,34250,27300,95300,60000,219000,34900,91300,264500,204500,98000,310000,131000,32200,298000,37200,37600
36300,113000,292500,48100,76000,43100,96300,155500,44132,111500,87200,8020,424500,20950,115500,100000,68840,104500,5110,698000,35800,7250,222000,38400,13100,42450,67300,245000,131000,46850,307000,43250,53000,71900,27261,6000,72333,252847,19500,7370,6930,407062,46100,306000,169000,202000,11750,36500,153000,76500,49700,65100,200580,73300,44450,343000,1309000,30800,17350,27400,490000,40800,126500,119000,32450,246500,17950,98300,79700,15450,28000,25600,35900,4380,97500,16550,13900,170000,77000,33400,11600,201500,263500,33950,27050,93000,59900,219500,34650,91000,261000,207000,96200,302000,123500,31950,299500,38600,37600
37200,116500,301000,50700,80300,44000,99600,160000,45568,116000,89000,8240,435000,20800,120500,102500,72080,109500,5190,720000,36850,7500,239000,40300,13550,44250,68800,248000,135500,48250,326000,44700,56200,73300,27554,6160,76224,305524,20050,7340,7080,420319,46800,310500,176000,209500,11800,37100,158000,79000,51400,67200,196282,76300,45300,356000,1358000,31900,17850,28450,502000,41850,128500,123500,33150,254500,18750,100500,82400,15750,28450,26100,36750,4620,100500,17200,14250,174500,81300,36250,12100,212500,262500,35000,27750,95600,59500,230000,35600,94500,271000,215000,102000,313000,126500,33000,298000,37700,38950
37300,117500,305000,50600,79900,44300,99600,161500,46429,117500,89600,8330,437500,20250,122000,102000,72768,111500,5090,717000,37400,7470,239000,40100,13400,44850,69600,250000,136000,48550,324500,44750,57400,73800,28056,5970,77022,302451,20400,7285,7110,429158,46600,312000,177000,212000,11650,36900,158000,81300,51600,66500,196282,77000,45500,358000,1368000,32250,17950,28700,501000,42050,127500,124000,33100,256500,18600,100000,82900,15250,27900,25900,36650,4660,101000,17100,14300,174500,79400,37450,11950,211500,256500,34800,27950,95900,58500,233500,35800,95900,268000,213000,97000,318000,122000,32550,323000,37650,38200
37750,120000,300000,51300,80400,43300,98700,168000,47291,121000,90900,8540,441500,20600,126500,104000,74143,113500,5090,720000,38200,7700,239000,40400,13700,45300,68900,252500,137500,49100,336000,45100,58400,74100,28181,5840,79217,307719,20250,7215,7090,433086,46600,309500,180000,216500,11600,36500,158500,81000,51900,67400,195327,76600,45200,364500,1384000,32850,18100,29700,519000,41950,128000,124000,32950,256500,19400,100500,83800,15100,27650,25900,36950,4820,101500,17600,14200,178500,80800,38400,12250,219000,256000,35700,27800,99900,58300,233000,36400,95300,268000,211500,98900,331000,122500,33100,334000,38000,39850
38050,121000,307500,52300,80700,44900,96800,163000,47482,126000,91800,8520,447000,20550,129000,107500,74535,114500,5130,726000,39100,7840,238000,40650,13800,45900,68900,254000,138500,49150,341000,45850,57100,75900,27721,5850,76623,314742,20300,7240,7200,433086,46700,314000,183000,212500,11500,36900,161000,80500,52100,68700,197715,76800,45150,359000,1393000,35350,18350,29750,522000,42950,123000,122000,34150,258000,19650,100500,84400,14850,27500,25850,37200,4895,103000,17600,14450,179500,81400,38000,12700,221500,251500,36100,28050,97800,57600,237000,36300,97500,270500,216500,96900,340500,126000,33650,337000,38400,39750
38250,119500,304000,52500,79000,45250,96800,157500,47004,122500,92200,8220,452500,20600,124500,108500,73848,115000,5060,726000,39150,7800,236500,40600,13750,45850,68400,255000,138500,49050,340000,46300,57300,73000,27721,5770,75026,311670,20300,7185,7010,426703,46200,315000,182500,208000,11250,36800,159500,82400,52000,68400,202490,75800,44100,361000,1422000,35000,18300,29050,526000,46150,120000,119500,34000,256500,19950,102000,84900,14300,27350,25450,37100,4765,102500,17050,14150,178000,87800,37300,12550,217000,247500,35650,28300,98000,57200,232500,35750,91800,268500,218500,96900,342000,127500,31950,340000,37000,39750
38900,119500,303000,53100,80000,45250,97000,158500,47291,122000,92000,8390,452500,21000,126500,105500,72866,112000,5200,735000,39050,7870,234000,40500,14150,46150,69500,257000,139000,49500,329500,47350,55600,74400,27721,5880,80314,317376,20550,7345,7040,421302,46450,317500,187000,221000,11150,37350,157500,80900,52800,69800,206311,75900,44550,365000,1417000,35200,18350,29000,511000,46350,119500,120000,34000,259000,20250,102500,85100,14400,27500,25200,37050,4740,103500,16600,14400,179000,87800,37600,12700,218000,247500,36450,28700,97900,55100,234500,36350,93200,275000,216000,97600,341500,127000,31700,347500,35800,40000
38250,119000,300000,53300,78600,42950,94400,158000,46908,120000,92300,8270,445000,20050,123000,107000,71098,107500,5150,722000,38600,7740,229000,39550,13850,44850,68800,254500,135500,49150,319000,45800,55300,74500,27846,5750,80414,312109,20100,7300,6980,417373,45400,315500,186500,226500,10900,36450,147000,79500,52000,68800,202490,74800,43700,358500,1388000,34700,18500,28250,504000,46500,115000,118000,33850,256000,19700,102000,84000,14500,27450,25400,36750,4695,103000,16350,14100,177500,86500,36950,12150,220000,246500,35950,27900,98100,55600,226000,36200,91600,266000,215000,96500,337500,126000,31200,345500,36250,39300
39350,119000,304000,51100,80200,42450,93500,155000,47291,121000,93700,8140,450000,20800,122000,110500,71393,107000,5180,724000,39400,7750,230000,38450,13950,44650,69400,260500,138000,49600,321500,46950,56300,74500,28223,5790,79017,309475,19600,7280,6990,419337,45750,314000,188500,227000,10850,37300,145000,79700,52500,69100,202013,77000,44450,365000,1395000,34750,18100,28600,510000,46100,116000,120500,33850,260500,19600,102000,84400,14500,27500,24550,37550,4635,105000,16450,14300,178000,87000,37350,12350,221000,248000,36000,27850,98700,56000,228000,35900,93000,272500,222000,97400,339000,125500,31450,338500,36000,39950
38800,120000,304500,50300,78500,43900,93000,156500,47865,120500,96000,8150,447000,20800,124000,111000,71688,103000,5130,724000,40200,7750,228500,38150,13800,44750,68200,258500,138500,50100,320500,46900,55800,74700,29101,5990,80614,307719,19600,7205,6960,417373,45350,317000,193500,232500,10850,36950,148000,80200,52800,69200,208221,73700,44050,361500,1440000,34750,18550,28700,505000,47350,118000,121000,33950,263500,19900,102000,84300,14550,27550,24750,37350,4670,110500,16300,14200,180000,87700,38050,12350,219000,246000,36050,28150,97600,53600,232500,36150,93800,276000,224000,97300,341000,128000,31550,362000,36750,39650
38500,121500,301000,51800,81000,43150,94000,159000,47578,122000,94700,8330,450500,21100,127000,114000,72375,105000,5080,728000,41200,7850,230000,39050,14150,45200,67900,261000,136000,50600,324000,47800,57100,75000,28975,6100,81512,306402,18600,7220,7070,422284,45900,317500,193500,235500,10850,37450,146500,79100,53000,70200,211564,74200,45050,371000,1439000,35500,18550,29600,499000,48450,116500,120500,34100,267000,21250,101500,84500,14400,27550,24900,36300,4785,112500,16600,14550,181000,89000,39000,12500,221000,243500,36300,28700,98400,49100,234000,36250,94100,275500,226500,97000,345000,130000,31900,370500,36700,40000
37750,122500,296000,51700,80500,42800,93400,161000,48152,121000,93600,8320,453000,21800,120000,116000,73357,103000,5020,728000,40900,7940,233000,38900,14200,45350,66600,263500,134000,50800,317500,47900,57200,74600,29394,6110,80614,309036,18250,7215,6990,423757,45200,316000,190000,233000,10750,37350,143500,76600,52600,71300,210609,73500,44700,370500,1438000,35400,18000,28850,486000,46850,118000,118000,34000,266000,21250,102000,84000,14400,27500,24700,34850,4780,111500,15950,14450,181000,90800,38950,12300,223000,244500,36800,28900,97600,46350,229000,36950,93800,280500,227500,96500,340500,136000,31600,376000,39550,40200
37950,123000,298500,51700,81800,42500,93500,160500,47387,124500,93900,8420,457500,21800,121000,115000,72964,104000,5030,727000,40950,7870,229500,39100,14150,45300,67100,263500,134000,51000,315500,48250,58300,73700,29435,6080,81212,306841,17800,7210,7090,422284,45350,315500,191000,233000,10750,37850,145500,76300,53000,70800,208221,73900,44650,366500,1411000,36100,18000,28900,491000,47200,117000,118000,33100,266500,21500,101500,84400,14400,27600,24750,34750,4685,111500,16050,14450,180500,91300,39150,12500,224000,243500,36600,28850,98600,47000,229000,37050,93600,282000,230500,95000,343000,133000,31000,370500,38000,40150
38550,124500,299500,51200,79200,42550,93700,160500,46908,126500,94600,8530,457000,21650,121000,114500,72768,103000,5030,726000,40850,7850,227500,38700,14150,45600,68900,270000,134000,51100,315500,48950,58000,74100,29686,6120,78917,305963,17400,7100,7110,417373,45750,318000,190500,226000,10750,38000,146500,75000,53000,70400,194372,74000,45150,369000,1406000,36250,18000,29700,498500,45800,116500,118000,32550,267500,21750,102000,85000,14400,27350,25200,35250,4515,111000,16100,14450,179000,90000,38550,12800,232000,244500,36750,28850,98800,46600,233000,37000,94500,282000,232000,96900,343500,132500,31200,360000,38150,40400
38800,128000,297000,53100,80200,42300,97500,163500,47865,129500,95100,8730,464000,22600,123000,117500,74044,102500,5120,734000,40750,8040,230500,40000,14550,47050,69100,271500,131000,51700,315000,48400,62000,74900,30021,6170,81512,305963,17700,7095,7280,422775,46150,320500,192000,232000,10650,38500,142000,77800,53300,72400,199147,75900,45550,371000,1427000,36850,18150,29800,500000,45900,117500,119500,32500,269000,21700,102500,85800,14650,27300,25050,35350,4380,113000,16550,14650,182500,93700,38600,12450,235000,247500,37500,28900,99800,47200,229500,37300,94900,287000,232000,98300,346500,135500,31300,369000,38900,40350
38900,128500,298500,53400,80400,41800,97600,168500,47674,121500,94900,8830,471000,22600,123500,112000,73750,105000,5090,739000,39550,7990,228000,40050,14450,47250,69400,268500,128500,52300,321500,48250,61500,76200,29979,6210,79217,306841,17850,7125,7320,424248,46300,324500,192000,227000,10650,38650,141500,82000,54100,71400,198670,77900,45700,373500,1434000,36100,18450,30050,509000,46250,117500,119500,32800,267500,21850,104000,85900,14700,27300,25400,35900,4345,113000,16650,14650,182000,92500,38750,11900,233000,247500,37450,29300,100000,47300,225000,36750,99200,294000,232500,98600,347500,136000,31500,366500,41600,40100
39300,127000,301000,53400,79700,40650,96800,176500,47674,120500,96600,8800,466000,22750,122500,112500,74241,104500,5220,749000,40150,8090,228000,39300,14850,47050,69000,268000,125500,51300,325000,48150,61300,75700,31568,6210,81711,306841,18150,7155,7300,423266,45700,325500,193500,234500,10800,39050,136000,80200,54200,72300,194372,76600,45650,374000,1440000,36350,18550,29950,495000,46000,110500,119500,32950,269000,21950,101000,85600,14650,27500,25300,35900,4445,111000,16450,14600,183000,92700,38950,11900,233500,246000,37550,29150,100500,47000,217500,36350,99100,300500,227500,98700,346000,134500,31900,367500,43750,40050
39050,127000,299500,53600,78100,40600,97000,168500,48248,122000,92100,8980,477500,22700,120000,114000,75321,105000,5230,746000,40400,7800,229000,39600,14400,46850,68900,269000,126500,50700,322500,48150,61600,75900,29770,6310,76423,303329,18250,7170,7280,435541,45450,326500,185000,218000,10850,38800,140500,80200,53500,72100,199625,76000,45800,380000,1432000,36750,18600,29800,506000,46100,102500,119500,32600,266500,21850,101000,85000,14500,27450,25450,35850,4435,111500,16400,14700,178500,93200,39100,12200,234000,245000,37300,29100,101000,47150,223000,35750,102500,304500,225500,97100,339500,132000,31650,365500,44100,39950
38550,125000,296000,54800,78400,40550,97200,167500,47004,125000,92000,8930,481500,22950,118500,112000,74830,105500,5050,745000,38600,7810,226500,40150,14400,46250,67600,269500,128000,50300,321500,47850,61900,78900,27679,6330,71036,294550,18150,7155,7250,435050,45200,324500,185500,204500,10850,38950,141000,78300,53700,72200,201058,77400,45750,388500,1453000,37100,18950,29350,505000,46450,102500,121500,31250,266500,22100,101000,84900,14500,27400,25000,35600,4405,111500,16600,14450,178000,92400,38400,12050,235000,245000,36750,29200,99300,48200,226500,35750,101000,301000,223000,102500,342000,130000,31150,365000,33950,39900
38600,128000,293500,53900,78600,40100,96900,169500,47482,125500,92700,8800,482500,23000,119500,110500,75223,104500,5120,741000,38550,7820,220500,39850,14450,46700,68900,273000,127500,50600,329000,48250,60700,78700,27554,6360,71335,293233,18250,7185,7200,434559,45200,329500,184000,201500,10800,39150,139500,77100,53800,71200,196282,77200,45750,389000,1430000,36600,18500,29300,497500,46450,102500,122000,31600,272500,21950,102500,85500,14650,27700,25050,35500,4345,111000,16700,14550,179500,93000,37950,12150,235000,246500,36750,29650,101000,46800,226000,36000,101000,295500,224500,102000,341000,128000,31200,363500,32900,40550
38100,128500,292000,54400,77800,38950,97900,169000,45568,122500,93500,8790,480500,23150,121500,110500,73750,103000,5250,740000,37600,7780,220000,41350,14350,46650,67900,273000,127000,50600,330500,47450,61000,78300,26801,6290,71834,274357,17950,7205,7120,433086,44800,329000,185500,207000,10850,39200,138000,75000,53100,70100,195327,77600,45500,387000,1443000,36450,18500,28900,496000,47050,100500,121500,31250,276000,21750,102000,84300,14450,27200,25000,34900,4260,111500,16750,14450,179000,91600,38400,12200,233000,244000,36400,28750,101000,47050,224500,35950,103500,298500,220000,103500,338000,123000,31400,356500,30150,40150
38600,128000,292000,54900,77900,39000,98700,170000,45376,117000,95400,8590,480500,22800,122000,108500,74339,98300,5180,742000,37650,7860,218500,42200,14450,46650,68600,276500,128000,50600,321500,48150,59300,76900,27177,6300,70736,275674,18150,7185,7130,434559,45000,328500,185500,200500,10800,39550,137500,75500,53600,70700,186730,76400,45600,383500,1404000,36750,18500,28550,498500,48300,102000,121500,31500,276000,20750,103500,84500,14600,27450,24950,35050,4270,110500,16850,14500,178500,94800,38050,12300,233500,245500,36300,29400,101000,47800,223500,36150,104000,299000,217000,100000,340500,123500,31150,345500,30400,40550
