Open,High,Low,Close,Price_5,Price_10,Price_20,Price_60,Price_120,Volume,Volume_5,Volume_10,Volume_20,Volume_60,Volume_120,Volume Ratio,OBV,MACD,MACD_Signal,Momentum,Momentum_Signal,William_R,William_D,Psychology,Psychology_Signal,MFI,MFI_Signal,RSI,RSI_Signal
24050.00,24050.00,23000.00,23150.00,24170.00,24970.00,25362.50,23648.33,16298.33,544458.00,654759.00,660088.70,593316.00,803524.12,628800.50,91.33,7476030.00,-94.67,282.93,-3350.00,-1023.59,-0.93,-0.83,0.30,0.44,33.03,42.88,0.32,0.45
23150.00,24100.00,22950.00,23550.00,23790.00,24780.00,25265.00,23673.33,16494.58,494193.00,646085.60,631747.10,595636.65,806525.35,632918.78,92.07,7970223.00,-184.97,189.35,-2400.00,-1298.87,-0.83,-0.83,0.40,0.44,38.62,42.03,0.37,0.43
23600.00,23600.00,22500.00,22700.00,23430.00,24570.00,25137.50,23683.33,16683.75,637352.00,646409.60,648241.70,613288.30,809361.88,638230.04,87.12,7332871.00,-321.42,87.20,-2650.00,-1569.09,-0.96,-0.89,0.40,0.43,37.91,41.21,0.36,0.42
23050.00,24250.00,22700.00,24250.00,23540.00,24410.00,25077.50,23720.00,16885.83,602529.00,576302.60,653522.80,628031.00,815102.80,643251.12,91.61,7935400.00,-301.01,9.56,-1550.00,-1565.28,-0.61,-0.75,0.40,0.43,44.50,41.86,0.43,0.42
23950.00,24650.00,23750.00,24200.00,23570.00,24170.00,24967.50,23750.83,17087.50,338949.00,523496.20,583123.70,615843.85,815809.12,646075.69,78.66,7596451.00,-285.58,-49.47,-1950.00,-1642.22,-0.62,-0.69,0.30,0.41,42.08,41.91,0.40,0.42
24050.00,24050.00,23100.00,23200.00,23580.00,23875.00,24867.50,23780.00,17280.83,339421.00,482488.80,568623.90,604291.90,807980.67,648904.20,81.39,7257030.00,-350.01,-109.58,-2250.00,-1763.78,-0.84,-0.77,0.30,0.40,44.58,42.44,0.39,0.41
23100.00,23100.00,21950.00,22700.00,23410.00,23600.00,24677.50,23820.83,17470.00,786129.00,540876.00,593480.80,601232.35,733662.47,655455.28,61.42,6470901.00,-436.39,-174.94,-2100.00,-1831.02,-0.85,-0.81,0.30,0.39,43.31,42.62,0.40,0.41
22700.00,23300.00,22550.00,23300.00,23530.00,23480.00,24545.00,23864.17,17664.17,414507.00,496307.00,571358.30,595438.90,716896.00,658909.50,72.12,6885408.00,-451.22,-230.20,-2550.00,-1974.82,-0.73,-0.77,0.40,0.39,42.06,42.50,0.37,0.40
23100.00,23450.00,22650.00,23100.00,23300.00,23420.00,24432.50,23908.33,17856.67,301035.00,436008.20,506155.40,589904.50,711981.35,661418.13,73.29,6584373.00,-473.66,-278.89,-3500.00,-2279.85,-0.76,-0.76,0.40,0.39,35.53,41.11,0.31,0.38
23300.00,23650.00,22750.00,23200.00,23100.00,23335.00,24302.50,23962.50,18050.00,210961.00,410410.60,466953.40,570069.15,704432.53,663176.13,67.47,6795334.00,-477.86,-318.69,-2950.00,-2413.88,-0.70,-0.73,0.40,0.39,39.91,40.87,0.34,0.37
23200.00,23200.00,22200.00,22350.00,22930.00,23255.00,24112.50,24002.50,18236.25,339069.00,410340.20,446414.50,553251.60,684355.60,666001.71,54.82,6456265.00,-543.52,-363.65,-3100.00,-2551.11,-0.90,-0.82,0.40,0.39,41.35,40.97,0.33,0.36
22050.00,22350.00,21450.00,22300.00,22850.00,23130.00,23955.00,24050.83,18422.08,473821.00,347878.60,444377.30,538062.20,683273.20,669950.22,57.25,5982444.00,-592.75,-409.47,-2200.00,-2480.89,-0.74,-0.78,0.30,0.38,42.72,41.32,0.37,0.37
22550.00,23500.00,22500.00,22950.00,22780.00,23155.00,23862.50,24099.17,18613.33,516624.00,368302.00,432304.50,540273.10,680481.73,674255.42,69.60,6499068.00,-572.72,-442.12,-750.00,-2134.71,-0.53,-0.65,0.40,0.38,53.48,43.75,0.45,0.38
22950.00,23350.00,22700.00,23200.00,22800.00,23050.00,23730.00,24160.83,18806.67,175317.00,343158.40,389583.30,521553.05,672135.05,675716.39,63.73,6674385.00,-530.55,-459.81,-850.00,-1877.77,-0.45,-0.55,0.40,0.38,50.10,45.02,0.45,0.40
23050.00,23800.00,23050.00,23650.00,22890.00,22995.00,23582.50,24210.00,19003.75,296267.00,360219.60,385315.10,484219.40,658025.70,678185.28,52.01,6970652.00,-455.57,-458.96,500.00,-1402.21,-0.31,-0.43,0.50,0.40,57.30,47.48,0.53,0.42
23350.00,23700.00,22850.00,23050.00,23030.00,22980.00,23427.50,24228.33,19195.83,293131.00,351032.00,380686.10,474655.00,630906.25,680628.04,53.62,6677521.00,-439.50,-455.07,-500.00,-1221.77,-0.50,-0.47,0.50,0.41,50.59,48.10,0.47,0.43
23300.00,24000.00,22950.00,23750.00,23320.00,23085.00,23342.50,24270.00,19393.75,544488.00,365165.40,356522.00,475001.40,625593.80,685165.44,68.38,7222009.00,-366.06,-437.27,1050.00,-767.42,-0.28,-0.37,0.60,0.44,61.13,50.71,0.57,0.46
23250.00,26100.00,23050.00,25700.00,23870.00,23325.00,23402.50,24334.17,19607.92,1619697.00,585780.00,477041.00,524199.65,640073.73,698662.92,109.41,8841706.00,-148.79,-379.57,1450.00,-323.93,-0.09,-0.23,0.60,0.46,67.63,54.09,0.59,0.49
25950.00,26950.00,25600.00,26400.00,24510.00,23655.00,23537.50,24405.83,19827.92,1066336.00,763983.80,553571.10,529863.25,645557.25,707549.05,161.44,9908042.00,78.97,-287.86,2200.00,180.85,-0.10,-0.17,0.70,0.49,71.28,57.53,0.63,0.51
26650.00,27700.00,26550.00,26950.00,25170.00,24030.00,23682.50,24491.67,20052.50,1166339.00,937998.20,649108.90,558031.15,656142.15,717268.54,175.34,11074381.00,300.39,-170.21,3750.00,894.68,-0.12,-0.14,0.70,0.51,78.65,61.75,0.73,0.56
26950.00,28700.00,26950.00,28650.00,26290.00,24660.00,23957.50,24597.50,20291.25,1303835.00,1140139.00,745585.50,596000.00,666973.28,728133.83,239.71,12378216.00,606.05,-14.96,5950.00,1905.75,-0.01,-0.07,0.80,0.55,88.61,67.12,0.82,0.61
28850.00,29450.00,28050.00,29000.00,27340.00,25330.00,24230.00,24709.17,20532.92,946004.00,1220442.20,792803.80,618590.55,671644.43,736017.20,252.58,13324220.00,866.55,161.34,5700.00,2664.60,-0.06,-0.07,0.90,0.59,89.47,71.59,0.81,0.65
29000.00,30450.00,28650.00,29900.00,28180.00,26025.00,24590.00,24823.33,20782.08,1461243.00,1188751.40,887265.70,659785.10,681246.22,748194.23,359.53,14785463.00,1132.56,355.59,6800.00,3491.68,-0.06,-0.06,0.90,0.63,90.87,75.45,0.85,0.69
30000.00,30250.00,29150.00,29800.00,28860.00,26685.00,24867.50,24911.67,21030.42,771688.00,1129821.80,946902.80,668243.05,661224.17,754624.96,266.84,14013775.00,1320.09,548.49,6600.00,4113.34,-0.07,-0.07,0.80,0.65,91.44,78.65,0.84,0.72
